Index,Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
402,9837,DataTech Solutions,Social Media,All Ages,45 days,Email,0.03,6397.00,6.67,Los Angeles,French,161,5707,10,Foodies,12/13/2021
403,9891,Alpha Innovations,Display,All Ages,60 days,Email,0.09,11509.00,8,Houston,Spanish,653,5579,3,Foodies,2/5/2021
404,9903,DataTech Solutions,Social Media,All Ages,15 days,Website,0.03,13013.00,6.83,Miami,Spanish,741,4801,8,Foodies,2/17/2021
405,9908,Innovate Industries,Email,All Ages,30 days,Website,0.03,15856.00,5.92,Miami,German,828,3232,9,Foodies,2/22/2021
406,9916,Innovate Industries,Display,All Ages,45 days,Facebook,0.1,9184.00,6.68,Miami,English,431,6363,10,Foodies,3/2/2021
407,9924,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.04,15416.00,5.81,Los Angeles,Mandarin,681,2445,8,Foodies,3/10/2021
408,9941,TechCorp,Display,All Ages,15 days,Email,0.13,11734.00,5.28,Los Angeles,German,238,8279,10,Foodies,3/27/2021
409,10014,NexGen Systems,Display,All Ages,60 days,Google Ads,0.03,18588.00,6.74,Chicago,Spanish,971,8919,10,Foodies,6/8/2021
410,10025,TechCorp,Email,All Ages,45 days,Instagram,0.1,5718.00,6.96,Miami,Spanish,490,2865,4,Foodies,6/19/2021
411,10030,Innovate Industries,Influencer,All Ages,45 days,Website,0.01,5260.00,2.12,Houston,English,503,3478,3,Foodies,6/24/2021
412,10142,Alpha Innovations,Email,All Ages,60 days,YouTube,0.08,14785.00,4.64,Miami,German,211,6475,7,Foodies,10/14/2021
413,10205,Alpha Innovations,Email,All Ages,15 days,Website,0.09,15889.00,7.45,Chicago,German,620,1537,10,Foodies,12/16/2021
414,10238,NexGen Systems,Search,All Ages,45 days,Facebook,0.03,12982.00,5.36,Chicago,Spanish,397,1071,1,Foodies,1/18/2021
415,10252,Alpha Innovations,Search,All Ages,60 days,Email,0.15,13858.00,7.53,New York,French,809,2856,9,Foodies,2/1/2021
416,10338,DataTech Solutions,Display,All Ages,30 days,Email,0.09,10465.00,5.31,Los Angeles,Mandarin,864,7621,8,Foodies,4/28/2021
417,10356,NexGen Systems,Email,All Ages,45 days,Email,0.13,18862.00,7.23,Houston,English,515,6978,7,Foodies,5/16/2021
418,10360,NexGen Systems,Social Media,All Ages,45 days,Email,0.12,14017.00,4.7,Chicago,French,917,8086,5,Foodies,5/20/2021
419,10363,TechCorp,Social Media,All Ages,60 days,YouTube,0.02,7175.00,3.54,New York,French,125,7185,3,Foodies,5/23/2021
420,10366,Alpha Innovations,Display,All Ages,15 days,Facebook,0.15,16101.00,3.15,New York,German,462,1307,7,Foodies,5/26/2021
421,10397,Alpha Innovations,Email,All Ages,15 days,Email,0.09,12407.00,6.5,New York,German,763,1329,3,Foodies,6/26/2021
422,10415,DataTech Solutions,Email,All Ages,30 days,Facebook,0.04,12200.00,4.34,New York,Mandarin,853,8068,2,Foodies,7/14/2021
423,10434,Alpha Innovations,Email,All Ages,45 days,YouTube,0.01,5279.00,2.31,New York,Spanish,663,4237,4,Foodies,8/2/2021
424,10460,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.05,15245.00,4.45,Miami,French,614,2357,2,Foodies,8/28/2021
425,10503,DataTech Solutions,Search,All Ages,45 days,Facebook,0.08,7513.00,4.29,Houston,French,245,7451,10,Foodies,10/10/2021
426,10506,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.15,17009.00,5.54,Houston,German,628,2564,9,Foodies,10/13/2021
427,10512,Alpha Innovations,Influencer,All Ages,30 days,Facebook,0.03,18027.00,3.8,Chicago,Mandarin,418,1934,8,Foodies,10/19/2021
428,10526,TechCorp,Display,All Ages,30 days,Website,0.02,14255.00,5.91,New York,English,191,8117,4,Foodies,11/2/2021
429,10535,Alpha Innovations,Influencer,All Ages,15 days,YouTube,0.1,9190.00,5.43,Houston,English,922,1542,6,Foodies,11/11/2021
430,10540,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.08,8760.00,7.15,Chicago,English,692,2713,4,Foodies,11/16/2021
431,10557,NexGen Systems,Search,All Ages,30 days,Facebook,0.03,12716.00,7.27,Houston,English,660,3210,10,Foodies,12/3/2021
432,10558,TechCorp,Influencer,All Ages,45 days,Website,0.02,7772.00,7.51,Chicago,German,868,1445,3,Foodies,12/4/2021
433,10568,DataTech Solutions,Social Media,All Ages,15 days,Website,0.13,15889.00,3.6,New York,German,565,4475,10,Foodies,12/14/2021
434,10573,NexGen Systems,Social Media,All Ages,60 days,YouTube,0.11,7147.00,2.6,New York,Spanish,625,4272,6,Foodies,12/19/2021
435,10576,NexGen Systems,Social Media,All Ages,30 days,Website,0.07,18336.00,5.53,New York,German,999,2255,7,Foodies,12/22/2021
436,10578,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.03,5945.00,5.27,New York,English,919,1689,7,Foodies,12/24/2021
437,10583,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.1,12942.00,4.64,Miami,Mandarin,992,9902,1,Foodies,12/29/2021
438,10586,Innovate Industries,Email,All Ages,60 days,Facebook,0.08,7665.00,6.12,Los Angeles,English,664,4343,7,Foodies,1/1/2021
439,10600,TechCorp,Search,All Ages,30 days,Website,0.09,8011.00,6.48,Houston,German,634,6785,3,Foodies,1/15/2021
440,10615,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.11,10143.00,3.06,New York,Spanish,731,7202,10,Foodies,1/30/2021
441,10629,Alpha Innovations,Search,All Ages,45 days,Website,0.12,7410.00,6.13,New York,French,772,3858,9,Foodies,2/13/2021
442,10687,Alpha Innovations,Display,All Ages,15 days,Facebook,0.12,12933.00,7.38,New York,French,872,7856,1,Foodies,4/12/2021
443,10705,NexGen Systems,Influencer,All Ages,45 days,Google Ads,0.07,19258.00,4.6,Houston,Mandarin,539,5595,5,Foodies,4/30/2021
444,10711,Alpha Innovations,Influencer,All Ages,60 days,Facebook,0.1,17390.00,7.89,Los Angeles,Spanish,276,6794,8,Foodies,5/6/2021
445,10753,NexGen Systems,Social Media,All Ages,60 days,Website,0.13,9204.00,5.68,New York,Mandarin,990,6460,2,Foodies,6/17/2021
446,10777,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.1,7133.00,2.06,Houston,German,949,7864,9,Foodies,7/11/2021
447,10806,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.07,5869.00,3.67,Los Angeles,English,924,1572,1,Foodies,8/9/2021
448,10809,TechCorp,Search,All Ages,60 days,Google Ads,0.06,16263.00,6.35,Houston,Mandarin,175,7075,9,Foodies,8/12/2021
449,10815,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.02,6291.00,6.97,New York,Spanish,909,9398,7,Foodies,8/18/2021
450,10821,TechCorp,Email,All Ages,45 days,Website,0.08,8990.00,6.83,Chicago,Mandarin,383,6228,9,Foodies,8/24/2021
451,10865,NexGen Systems,Social Media,All Ages,60 days,YouTube,0.11,9465.00,5.64,Miami,English,468,7006,5,Foodies,10/7/2021
452,10872,TechCorp,Social Media,All Ages,30 days,Instagram,0.06,6867.00,6.67,Houston,Spanish,660,2419,7,Foodies,10/14/2021
453,10875,TechCorp,Email,All Ages,30 days,Instagram,0.06,8291.00,3.15,Houston,Spanish,845,1383,5,Foodies,10/17/2021
454,10897,DataTech Solutions,Display,All Ages,45 days,Website,0.11,18422.00,6.23,Los Angeles,Spanish,517,8538,10,Foodies,11/8/2021
455,10913,Innovate Industries,Social Media,All Ages,15 days,Facebook,0.09,9049.00,6.75,New York,French,387,3350,6,Foodies,11/24/2021
456,10958,DataTech Solutions,Email,All Ages,45 days,Email,0.06,6695.00,6.01,Houston,English,764,9325,4,Foodies,1/8/2021
457,10984,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.02,10566.00,3.8,New York,Mandarin,433,6444,8,Foodies,2/3/2021
458,11007,DataTech Solutions,Influencer,All Ages,15 days,Google Ads,0.12,8467.00,6.78,Chicago,French,428,3996,8,Foodies,2/26/2021
459,11009,Innovate Industries,Social Media,All Ages,15 days,YouTube,0.04,10089.00,3.63,Los Angeles,English,335,7186,1,Foodies,2/28/2021
460,11020,DataTech Solutions,Influencer,All Ages,15 days,Email,0.08,6555.00,6.71,Houston,German,303,1749,7,Foodies,3/11/2021
461,11032,Alpha Innovations,Display,All Ages,60 days,Facebook,0.05,5984.00,2.36,Houston,German,352,3087,4,Foodies,3/23/2021
462,11052,Alpha Innovations,Social Media,All Ages,60 days,Google Ads,0.04,13311.00,2.7,Houston,Mandarin,436,8119,2,Foodies,4/12/2021
463,11067,TechCorp,Email,All Ages,15 days,Website,0.05,14285.00,3.28,Chicago,German,575,2654,8,Foodies,4/27/2021
464,11095,NexGen Systems,Email,All Ages,45 days,Google Ads,0.07,7924.00,4.23,New York,Spanish,694,6424,10,Foodies,5/25/2021
465,11118,DataTech Solutions,Display,All Ages,60 days,Email,0.12,11186.00,2.37,Chicago,French,893,2850,8,Foodies,6/17/2021
466,11120,DataTech Solutions,Social Media,All Ages,15 days,Instagram,0.08,13179.00,3.44,Houston,English,668,5342,9,Foodies,6/19/2021
467,11128,NexGen Systems,Social Media,All Ages,30 days,Email,0.12,10107.00,2.56,Los Angeles,English,760,4854,6,Foodies,6/27/2021
468,11130,NexGen Systems,Email,All Ages,30 days,Website,0.07,17848.00,2.15,Houston,Spanish,818,3854,6,Foodies,6/29/2021
469,11170,Innovate Industries,Display,All Ages,15 days,Google Ads,0.06,5570.00,3.29,Houston,Mandarin,663,9588,2,Foodies,8/8/2021
470,11186,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.03,6225.00,2.81,Chicago,Spanish,167,7965,8,Foodies,8/24/2021
471,11195,TechCorp,Email,All Ages,30 days,Email,0.08,18622.00,6.56,Houston,Spanish,779,8048,4,Foodies,9/2/2021
472,11198,Innovate Industries,Display,All Ages,15 days,YouTube,0.06,19378.00,5.15,Miami,German,925,5848,10,Foodies,9/5/2021
473,11212,Alpha Innovations,Social Media,All Ages,15 days,Website,0.06,14249.00,7.71,Miami,Spanish,171,5601,7,Foodies,9/19/2021
474,11223,TechCorp,Search,All Ages,30 days,Instagram,0.01,17492.00,6.54,Houston,French,125,5039,1,Foodies,9/30/2021
475,11277,Innovate Industries,Email,All Ages,30 days,Facebook,0.07,14733.00,2.59,New York,German,902,2114,3,Foodies,11/23/2021
476,11296,NexGen Systems,Email,All Ages,15 days,Website,0.01,16355.00,4.6,Houston,German,442,2353,8,Foodies,12/12/2021
477,11315,NexGen Systems,Social Media,All Ages,60 days,Instagram,0.11,14074.00,3.29,New York,French,306,5836,6,Foodies,12/31/2021
478,11348,TechCorp,Social Media,All Ages,45 days,YouTube,0.09,15808.00,5.44,Houston,French,563,9623,10,Foodies,2/2/2021
479,11385,NexGen Systems,Social Media,All Ages,60 days,YouTube,0.08,5579.00,4.05,Chicago,French,984,6318,7,Foodies,3/11/2021
480,11386,Alpha Innovations,Search,All Ages,15 days,Facebook,0.03,8564.00,7.91,New York,English,556,1112,7,Foodies,3/12/2021
481,11387,NexGen Systems,Search,All Ages,45 days,Google Ads,0.07,5873.00,5.41,Miami,German,505,5526,3,Foodies,3/13/2021
482,11394,DataTech Solutions,Social Media,All Ages,30 days,Facebook,0.06,14131.00,3.75,Houston,English,782,6697,3,Foodies,3/20/2021
483,11408,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.1,6571.00,2.22,Chicago,English,741,1885,1,Foodies,4/3/2021
484,11435,TechCorp,Search,All Ages,15 days,YouTube,0.05,9710.00,3.3,New York,German,940,2751,8,Foodies,4/30/2021
485,11461,TechCorp,Email,All Ages,15 days,Email,0.01,6957.00,7.26,Chicago,English,208,3338,7,Foodies,5/26/2021
486,11481,Innovate Industries,Display,All Ages,15 days,Website,0.13,17190.00,5.47,Chicago,Mandarin,418,4990,4,Foodies,6/15/2021
487,11490,DataTech Solutions,Influencer,All Ages,30 days,Email,0.12,11692.00,4.79,New York,German,351,4344,4,Foodies,6/24/2021
488,11506,TechCorp,Display,All Ages,60 days,Email,0.12,17441.00,6,Houston,German,634,2016,3,Foodies,7/10/2021
489,11548,Alpha Innovations,Display,All Ages,15 days,Website,0.14,9959.00,4.36,Los Angeles,English,791,1869,6,Foodies,8/21/2021
490,11561,Alpha Innovations,Social Media,All Ages,30 days,Google Ads,0.07,10551.00,4.62,New York,Spanish,147,1456,2,Foodies,9/3/2021
491,11575,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.14,18871.00,4.93,Houston,German,856,8776,4,Foodies,9/17/2021
492,11578,Alpha Innovations,Social Media,All Ages,45 days,Instagram,0.13,8661.00,6.78,New York,English,840,6377,6,Foodies,9/20/2021
493,11598,Innovate Industries,Email,All Ages,45 days,YouTube,0.08,14912.00,3.82,New York,English,789,5871,3,Foodies,10/10/2021
494,11604,Innovate Industries,Display,All Ages,60 days,Instagram,0.11,16225.00,2.92,Los Angeles,Spanish,173,8064,6,Foodies,10/16/2021
495,11619,Innovate Industries,Influencer,All Ages,15 days,Google Ads,0.11,14592.00,6.03,Chicago,Spanish,846,3546,9,Foodies,10/31/2021
496,11622,TechCorp,Email,All Ages,30 days,Facebook,0.04,12825.00,5.3,Chicago,English,355,7352,8,Foodies,11/3/2021
497,11694,Alpha Innovations,Display,All Ages,45 days,YouTube,0.03,5134.00,7.37,New York,Spanish,930,1375,7,Foodies,1/14/2021
498,11704,Innovate Industries,Search,All Ages,45 days,Email,0.02,12919.00,2.98,Miami,French,291,2640,8,Foodies,1/24/2021
499,11712,TechCorp,Social Media,All Ages,60 days,Google Ads,0.11,17218.00,6.78,Chicago,German,422,9082,1,Foodies,2/1/2021
500,11721,Alpha Innovations,Email,All Ages,15 days,Email,0.08,11456.00,4.47,Miami,Spanish,535,7029,4,Foodies,2/10/2021
501,11761,DataTech Solutions,Social Media,All Ages,30 days,Website,0.04,6562.00,7.71,Miami,English,459,2879,6,Foodies,3/22/2021
502,11785,TechCorp,Email,All Ages,60 days,Google Ads,0.03,15827.00,6.68,Miami,Mandarin,649,8113,10,Foodies,4/15/2021
503,11792,DataTech Solutions,Email,All Ages,15 days,Instagram,0.01,12582.00,2.39,Los Angeles,Mandarin,200,8519,9,Foodies,4/22/2021
504,11803,Innovate Industries,Influencer,All Ages,60 days,Google Ads,0.07,9985.00,2.21,Houston,Mandarin,605,5555,6,Foodies,5/3/2021
505,11828,Alpha Innovations,Display,All Ages,15 days,Google Ads,0.09,17745.00,4.52,Houston,Spanish,494,8189,8,Foodies,5/28/2021
506,11837,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.02,7914.00,7.15,New York,German,450,5195,3,Foodies,6/6/2021
507,11865,Alpha Innovations,Display,All Ages,30 days,Email,0.05,5059.00,6.53,Miami,English,753,9384,1,Foodies,7/4/2021
508,11911,TechCorp,Influencer,All Ages,60 days,Instagram,0.1,13463.00,7.62,Houston,German,773,7001,8,Foodies,8/19/2021
509,11936,TechCorp,Display,All Ages,15 days,YouTube,0.11,8773.00,5.31,Chicago,German,155,3013,5,Foodies,9/13/2021
510,11982,Innovate Industries,Influencer,All Ages,60 days,Website,0.09,9247.00,6.32,New York,Mandarin,849,3679,8,Foodies,10/29/2021
511,11995,Alpha Innovations,Influencer,All Ages,15 days,Instagram,0.13,12221.00,4.77,Houston,Spanish,193,8063,6,Foodies,11/11/2021
512,12017,Innovate Industries,Search,All Ages,45 days,YouTube,0.05,7794.00,2.69,Houston,Spanish,589,9918,3,Foodies,12/3/2021
513,12097,TechCorp,Display,All Ages,15 days,YouTube,0.03,7181.00,2.14,New York,German,904,1441,10,Foodies,2/21/2021
514,12124,Alpha Innovations,Search,All Ages,15 days,Email,0.02,13943.00,5.88,New York,Spanish,517,5377,4,Foodies,3/20/2021
515,12146,Innovate Industries,Display,All Ages,15 days,Google Ads,0.1,14750.00,2.69,Los Angeles,Spanish,290,2603,2,Foodies,4/11/2021
516,12161,TechCorp,Influencer,All Ages,45 days,YouTube,0.08,14898.00,7.32,Houston,German,415,3781,10,Foodies,4/26/2021
517,12164,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.05,19974.00,7.19,Los Angeles,Spanish,411,3310,1,Foodies,4/29/2021
518,12174,DataTech Solutions,Display,All Ages,15 days,Google Ads,0.15,13087.00,2.43,Chicago,Mandarin,813,2147,8,Foodies,5/9/2021
519,12192,NexGen Systems,Search,All Ages,45 days,Website,0.06,9425.00,6.1,Houston,Spanish,294,4532,5,Foodies,5/27/2021
520,12216,TechCorp,Social Media,All Ages,15 days,Website,0.1,16274.00,4.29,New York,Spanish,257,2037,4,Foodies,6/20/2021
521,12243,DataTech Solutions,Email,All Ages,45 days,Instagram,0.08,18764.00,2.55,Los Angeles,Spanish,819,6045,7,Foodies,7/17/2021
522,12279,DataTech Solutions,Search,All Ages,15 days,Website,0.11,10556.00,3.16,New York,German,436,3049,2,Foodies,8/22/2021
523,12311,NexGen Systems,Search,All Ages,45 days,Website,0.06,8049.00,5.18,Chicago,Mandarin,685,6507,6,Foodies,9/23/2021
524,12331,NexGen Systems,Social Media,All Ages,15 days,YouTube,0.11,14663.00,7.86,Miami,Mandarin,668,5467,3,Foodies,10/13/2021
525,12342,DataTech Solutions,Display,All Ages,30 days,Email,0.03,12884.00,5.27,New York,Mandarin,923,9253,2,Foodies,10/24/2021
526,12343,DataTech Solutions,Social Media,All Ages,15 days,Instagram,0.04,9595.00,3.44,Chicago,German,272,3298,1,Foodies,10/25/2021
527,12433,TechCorp,Search,All Ages,60 days,Instagram,0.03,14247.00,3.42,Houston,English,806,8585,8,Foodies,1/23/2021
528,12437,Innovate Industries,Search,All Ages,60 days,Instagram,0.03,19345.00,6.14,Los Angeles,German,409,5712,9,Foodies,1/27/2021
529,12531,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.09,8039.00,6.46,Miami,English,428,3315,4,Foodies,5/1/2021
530,12536,Innovate Industries,Display,All Ages,30 days,Google Ads,0.02,18849.00,5.31,Miami,Mandarin,483,1663,3,Foodies,5/6/2021
531,12551,TechCorp,Email,All Ages,60 days,Instagram,0.01,17855.00,6.89,Los Angeles,Mandarin,939,7754,6,Foodies,5/21/2021
532,12600,Innovate Industries,Influencer,All Ages,45 days,Instagram,0.09,5973.00,3.15,Houston,Mandarin,757,4931,4,Foodies,7/9/2021
533,12630,Innovate Industries,Display,All Ages,45 days,Email,0.11,14290.00,5.39,Miami,Spanish,400,8972,2,Foodies,8/8/2021
534,12635,NexGen Systems,Influencer,All Ages,30 days,Facebook,0.02,11838.00,3.48,New York,English,384,7753,6,Foodies,8/13/2021
535,12676,NexGen Systems,Search,All Ages,45 days,Email,0.04,13176.00,4.02,Houston,German,539,6241,3,Foodies,9/23/2021
536,12709,DataTech Solutions,Social Media,All Ages,15 days,Facebook,0.03,6637.00,3.53,Houston,Spanish,506,9572,8,Foodies,10/26/2021
537,12721,Innovate Industries,Social Media,All Ages,45 days,Instagram,0.06,19980.00,7.45,Houston,German,812,2189,3,Foodies,11/7/2021
538,12723,Alpha Innovations,Email,All Ages,60 days,Website,0.09,16290.00,2.72,Miami,English,853,4186,1,Foodies,11/9/2021
539,12741,TechCorp,Email,All Ages,45 days,YouTube,0.04,19729.00,7.36,Los Angeles,French,873,7217,9,Foodies,11/27/2021
540,12795,DataTech Solutions,Email,All Ages,15 days,Website,0.01,10890.00,2.41,Miami,German,782,5761,3,Foodies,1/20/2021
541,12797,NexGen Systems,Email,All Ages,60 days,Email,0.02,15815.00,6.77,New York,Spanish,342,2306,9,Foodies,1/22/2021
542,12799,DataTech Solutions,Display,All Ages,30 days,Google Ads,0.13,18810.00,6.17,Houston,French,379,9882,6,Foodies,1/24/2021
543,12844,Alpha Innovations,Social Media,All Ages,30 days,Email,0.05,10491.00,5.26,Miami,Spanish,540,8614,1,Foodies,3/10/2021
544,12845,Alpha Innovations,Social Media,All Ages,30 days,Facebook,0.11,15038.00,5.03,Houston,German,230,2573,8,Foodies,3/11/2021
545,12876,NexGen Systems,Influencer,All Ages,60 days,Website,0.04,6570.00,7.98,New York,Spanish,709,1399,5,Foodies,4/11/2021
546,12904,NexGen Systems,Email,All Ages,60 days,Facebook,0.07,8587.00,3.09,Miami,French,879,4848,1,Foodies,5/9/2021
547,12915,Alpha Innovations,Social Media,All Ages,30 days,Instagram,0.03,12853.00,3.16,Los Angeles,Spanish,196,9893,2,Foodies,5/20/2021
548,12943,Alpha Innovations,Email,All Ages,60 days,Google Ads,0.09,16387.00,2.92,Houston,Spanish,423,9990,6,Foodies,6/17/2021
549,12978,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,0.07,13142.00,6.36,Houston,Spanish,535,8690,7,Foodies,7/22/2021
550,12982,TechCorp,Social Media,All Ages,60 days,Website,0.02,16622.00,6.65,Chicago,Spanish,366,4870,3,Foodies,7/26/2021
551,13022,DataTech Solutions,Email,All Ages,60 days,Instagram,0.08,12673.00,4.93,Houston,French,207,7689,7,Foodies,9/4/2021
552,13026,TechCorp,Social Media,All Ages,15 days,Instagram,0.06,14764.00,2.63,Miami,English,300,1088,3,Foodies,9/8/2021
553,13038,TechCorp,Social Media,All Ages,15 days,Google Ads,0.09,17474.00,5.73,Miami,Spanish,883,9705,8,Foodies,9/20/2021
554,13042,Innovate Industries,Display,All Ages,45 days,Website,0.02,18576.00,2.56,Houston,Spanish,587,8784,3,Foodies,9/24/2021
555,13045,Innovate Industries,Influencer,All Ages,45 days,Facebook,0.13,12034.00,7.46,Houston,German,765,1665,6,Foodies,9/27/2021
556,13074,Innovate Industries,Social Media,All Ages,30 days,Website,0.12,5552.00,6.84,Miami,Spanish,950,3168,4,Foodies,10/26/2021
557,13083,Innovate Industries,Influencer,All Ages,15 days,Email,0.06,14861.00,5.22,Houston,Spanish,306,2876,5,Foodies,11/4/2021
558,13125,NexGen Systems,Display,All Ages,60 days,Email,0.15,17699.00,4.26,Chicago,German,453,8906,2,Foodies,12/16/2021
559,13127,DataTech Solutions,Display,All Ages,60 days,YouTube,0.11,16108.00,6.9,Chicago,German,212,3543,5,Foodies,12/18/2021
560,13135,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.13,6641.00,7.81,Houston,Mandarin,489,3902,5,Foodies,12/26/2021
561,13214,Innovate Industries,Search,All Ages,15 days,YouTube,0.1,9773.00,2.58,Houston,Spanish,582,7897,8,Foodies,3/15/2021
562,13262,Innovate Industries,Social Media,All Ages,15 days,Google Ads,0.1,12073.00,7,Chicago,English,649,4224,7,Foodies,5/2/2021
563,13283,Alpha Innovations,Social Media,All Ages,45 days,Email,0.09,13972.00,5.79,Chicago,Mandarin,370,7858,9,Foodies,5/23/2021
564,13318,DataTech Solutions,Email,All Ages,15 days,Website,0.1,13325.00,4.28,Chicago,Spanish,316,6475,8,Foodies,6/27/2021
565,13330,Innovate Industries,Display,All Ages,30 days,Email,0.14,14789.00,3.6,Miami,Spanish,686,4012,8,Foodies,7/9/2021
566,13351,DataTech Solutions,Influencer,All Ages,30 days,Instagram,0.07,16880.00,3.07,Houston,French,434,8131,3,Foodies,7/30/2021
567,13379,Alpha Innovations,Social Media,All Ages,15 days,Email,0.1,5702.00,7.4,New York,Spanish,500,4880,10,Foodies,8/27/2021
568,13383,Alpha Innovations,Influencer,All Ages,45 days,Facebook,0.05,19469.00,5.46,Miami,Spanish,104,6459,2,Foodies,8/31/2021
569,13437,DataTech Solutions,Influencer,All Ages,45 days,Website,0.02,12169.00,7.11,Chicago,Spanish,989,6579,5,Foodies,10/24/2021
570,13452,TechCorp,Display,All Ages,45 days,Google Ads,0.13,18938.00,7.54,Miami,Spanish,907,5722,8,Foodies,11/8/2021
571,13471,NexGen Systems,Display,All Ages,60 days,Instagram,0.09,16162.00,5.1,Miami,German,153,8706,4,Foodies,11/27/2021
572,13485,NexGen Systems,Email,All Ages,45 days,Email,0.02,6595.00,6.84,Los Angeles,Mandarin,534,1210,7,Foodies,12/11/2021
573,13502,Innovate Industries,Influencer,All Ages,15 days,Website,0.11,18483.00,2.15,Los Angeles,French,786,7688,10,Foodies,12/28/2021
574,13531,TechCorp,Influencer,All Ages,30 days,Facebook,0.02,7255.00,4.29,New York,French,920,3285,2,Foodies,1/26/2021
575,13547,Alpha Innovations,Display,All Ages,45 days,Email,0.08,15354.00,5.31,Chicago,Spanish,370,7599,10,Foodies,2/11/2021
576,13563,Innovate Industries,Search,All Ages,15 days,Website,0.04,12508.00,2.94,Chicago,English,340,1280,6,Foodies,2/27/2021
577,13599,Alpha Innovations,Social Media,All Ages,45 days,Email,0.12,13125.00,4.55,New York,Mandarin,481,1783,4,Foodies,4/4/2021
578,13617,NexGen Systems,Email,All Ages,30 days,Email,0.15,14494.00,7.44,Miami,French,344,6280,2,Foodies,4/22/2021
579,13675,Alpha Innovations,Email,All Ages,30 days,Google Ads,0.13,11660.00,5.64,Miami,French,909,7775,2,Foodies,6/19/2021
580,13744,NexGen Systems,Display,All Ages,30 days,Email,0.14,18597.00,2.49,Houston,German,923,3860,1,Foodies,8/27/2021
581,13787,Innovate Industries,Email,All Ages,60 days,Website,0.14,8343.00,3.21,Houston,Spanish,907,9747,10,Foodies,10/9/2021
582,13908,TechCorp,Display,All Ages,30 days,Instagram,0.05,5335.00,2.73,Chicago,German,270,8292,3,Foodies,2/7/2021
583,13917,DataTech Solutions,Email,All Ages,60 days,Facebook,0.09,12287.00,6.52,Los Angeles,French,285,7179,6,Foodies,2/16/2021
584,13923,TechCorp,Display,All Ages,30 days,Google Ads,0.07,7029.00,7.11,Houston,French,561,4117,9,Foodies,2/22/2021
585,13961,TechCorp,Influencer,All Ages,15 days,Website,0.15,18830.00,5,New York,Mandarin,978,6669,9,Foodies,4/1/2021
586,14013,TechCorp,Influencer,All Ages,45 days,Facebook,0.07,16856.00,2.72,Chicago,French,118,3157,6,Foodies,5/23/2021
587,14033,DataTech Solutions,Email,All Ages,45 days,Instagram,0.05,16282.00,5.7,New York,German,986,6415,7,Foodies,6/12/2021
588,14080,Innovate Industries,Display,All Ages,30 days,Facebook,0.07,12856.00,7.9,Miami,French,264,3131,6,Foodies,7/29/2021
589,14081,TechCorp,Search,All Ages,15 days,Google Ads,0.05,6209.00,4.79,New York,German,770,1188,5,Foodies,7/30/2021
590,14091,DataTech Solutions,Influencer,All Ages,30 days,Google Ads,0.04,12606.00,5.4,Los Angeles,Mandarin,688,4921,10,Foodies,8/9/2021
591,14130,DataTech Solutions,Search,All Ages,30 days,Instagram,0.14,19863.00,6.88,Houston,French,471,1691,1,Foodies,9/17/2021
592,14142,Innovate Industries,Social Media,All Ages,15 days,Instagram,0.08,17800.00,2.14,Miami,French,207,5996,2,Foodies,9/29/2021
593,14158,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.04,10878.00,7.75,Chicago,German,905,7300,8,Foodies,10/15/2021
594,14168,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.13,18748.00,6.69,Chicago,English,915,1709,9,Foodies,10/25/2021
595,14191,Alpha Innovations,Search,All Ages,15 days,Website,0.03,12265.00,4.09,Los Angeles,Spanish,279,6520,3,Foodies,11/17/2021
596,14205,TechCorp,Email,All Ages,15 days,Email,0.06,6320.00,7.83,New York,Spanish,147,6557,10,Foodies,12/1/2021
597,14212,TechCorp,Influencer,All Ages,45 days,Instagram,0.03,7822.00,2.37,Chicago,Spanish,116,6936,8,Foodies,12/8/2021
598,14220,Innovate Industries,Social Media,All Ages,45 days,Email,0.04,7373.00,6.01,Houston,German,233,2141,3,Foodies,12/16/2021
599,14249,TechCorp,Email,All Ages,45 days,Facebook,0.04,8223.00,3.86,New York,English,696,7886,9,Foodies,1/14/2021
